AIRPORT,TIME,FLIGHT,AIRLINE,AIRCRAFT,STATUS,TYPE,TO/FROM
CGK,7:30:00 AM,JT200,Lion Air ,739,Unknown,Departure,KNO
CGK,7:35:00 AM,GA102,Garuda Indonesia ,B738 (PK-GFH) ,Departed 7:50 AM,Departure,PLM
CGK,7:40:00 AM,NX909,Air Macau ,A320 (B-MCB) ,Departed 8:06 AM,Departure,MFM
CGK,7:45:00 AM,IU740,Super Air Jet ,A320 (PK-STA) ,Departed 8:17 AM,Departure,DPS
CGK,7:45:00 AM,IU800,Super Air Jet ,A320 (PK-SAQ) ,Departed 8:58 AM,Departure,TKG
CGK,7:45:00 AM,QZ724,AirAsia ,A320 (PK-AZP) ,Departed 7:42 AM,Departure,DTB
CGK,7:45:00 AM,8B151,TransNusa ,A320 (PK-TLD) ,Departed 7:45 AM,Departure,SIN
CGK,7:50:00 AM,ID7153,Batik Air ,A320 (PK-LAM) ,Departed 7:54 AM,Departure,SIN
CGK,7:55:00 AM,GA204,Garuda Indonesia ,B738 (PK-GUD) ,Departed 8:08 AM,Departure,YIA
CGK,7:55:00 AM,SQ953,Singapore Airlines ,B77W (9V-SWQ) ,Departed 8:02 AM,Departure,SIN
CGK,8:00:00 AM,ID6280,Batik Air ,A320 (PK-BKF) ,Departed 8:09 AM,Departure,MDC
CGK,8:00:00 AM,ID6292,Batik Air ,A320 (PK-LUV) ,Departed 8:28 AM,Departure,UPG
CGK,8:00:00 AM,JT334,Lion Air ,738,Unknown,Departure,PLM
CGK,8:00:00 AM,JT892,Lion Air ,B738 (PK-LSF) ,Departed 8:12 AM,Departure,UPG
CGK,8:00:00 AM,ID6584,Batik Air ,738,Canceled,Departure,SUB
CGK,8:00:00 AM,ID6788,Batik Air ,32A ,Unknown,Departure,UPG
CGK,8:00:00 AM,QG438,Citilink ,A320 (PK-GLX) ,Departed 8:49 AM,Departure,BPN
CGK,8:05:00 AM,QG682,Citilink ,A320 (PK-GQR) ,Departed 8:20 AM,Departure,DPS
CGK,8:10:00 AM,GA610,Garuda Indonesia ,B738 (PK-GFG) ,Departed 8:24 AM,Departure,UPG
CGK,8:10:00 AM,IU622,Super Air Jet ,A320 (PK-SAV) ,Departed 8:43 AM,Departure,BDJ
CGK,8:10:00 AM,CX718,Cathay Pacific ,A333 (B-LBJ) ,Departed 8:21 AM,Departure,HKG
CGK,8:10:00 AM,QG914,Citilink ,A320 (PK-GLV) ,Departed 8:23 AM,Departure,KNO
CGK,8:15:00 AM,GA290,Garuda Indonesia (Livin' by Mandiri Livery) ,B738 (PK-GFJ) ,Departed 8:31 AM,Departure,MLG
CGK,8:15:00 AM,JT778,Lion Air ,739,Unknown,Departure,UPG
CGK,8:20:00 AM,ID6050,Batik Air ,B738 (PK-LDM) ,Departed 8:36 AM,Departure,DPS
CGK,8:20:00 AM,IU696,Super Air Jet ,A320 (PK-STT) ,Departed 8:41 AM,Departure,PNK
CGK,8:20:00 AM,QZ812,AirAsia ,A320 (PK-AZD) ,Departed 8:45 AM,Departure,DPS
CGK,8:20:00 AM,ID6331,Batik Air ,738,Unknown,Departure,DPS
CGK,8:20:00 AM,IP210,Pelita Air ,A320 (PK-PWH) ,Departed 8:31 AM,Departure,SUB
CGK,8:20:00 AM,8B5116,TransNusa ,320,Unknown,Departure,DPS
CGK,8:25:00 AM,IU370,Super Air Jet ,A320 (PK-STU) ,Departed 9:12 AM,Departure,BWX
CGK,8:25:00 AM,QZ266,AirAsia (Sustainable Asean Tourism Livery) ,A320 (PK-AZS) ,Departed 8:27 AM,Departure,SIN
CGK,8:30:00 AM,GA820,Garuda Indonesia ,B738 (PK-GMX) ,Departed 8:45 AM,Departure,KUL
CGK,8:30:00 AM,ID6562,Batik Air ,A320 (PK-BKR) ,Departed 9:43 AM,Departure,PLW
CGK,8:30:00 AM,JT204,Lion Air ,739,Unknown,Departure,KNO
CGK,8:30:00 AM,JT370,Lion Air ,B739 (PK-LQS) ,Departed 7:29 AM,Departure,BTH
CGK,8:35:00 AM,AK381,AirAsia (Longjack Orang Kampung Livery) ,A320 (9M-AJA) ,Departed 8:51 AM,Departure,KUL
CGK,8:35:00 AM,GA564,Garuda Indonesia ,B738 (PK-GMC) ,Departed 9:01 AM,Departure,BPN
CGK,8:35:00 AM,GA828,Garuda Indonesia ,A333 (PK-GPW) ,Departed 8:53 AM,Departure,SIN
CGK,8:35:00 AM,IU732,Super Air Jet ,A320 (PK-STD) ,Departed 11:15 AM,Departure,DPS
CGK,8:40:00 AM,QG640,Citilink ,A320 (PK-GLY) ,Departed 9:53 AM,Departure,LOP
CGK,8:45:00 AM,GA222,Garuda Indonesia ,B738 (PK-GMA) ,Departed 9:07 AM,Departure,SOC
CGK,8:45:00 AM,JT604,Lion Air ,739,Unknown,Departure,DJB
CGK,8:45:00 AM,JT618,Lion Air ,B738 (PK-LOV) ,Departed 8:57 AM,Departure,PGK
CGK,8:50:00 AM,ID6350,Batik Air ,A320 (PK-LAO) ,Departed 9:25 AM,Departure,SRG
CGK,8:55:00 AM,ID6594,Batik Air ,A320 (PK-LUU) ,Unknown,Departure,SUB
CGK,8:55:00 AM,JT128,Lion Air ,B738 (PK-LKW) ,Departed 9:49 AM,Departure,TJQ
CGK,8:55:00 AM,JT638,Lion Air ,739,Unknown,Departure,BKS
CGK,8:55:00 AM,QG762,Citilink ,A320 (PK-GQG) ,Departed 9:30 AM,Departure,SOC
CGK,8:55:00 AM,QG994,Citilink ,A320 (PK-GLP) ,Departed 10:26 AM,Departure,TKG
CGK,9:00:00 AM,GA322,Garuda Indonesia ,B738 (PK-GFU) ,Departed 9:45 AM,Departure,SUB
CGK,9:00:00 AM,ID6526,Batik Air ,A320 (PK-LUZ) ,Departed 9:16 AM,Departure,LBJ
CGK,9:00:00 AM,IU896,Super Air Jet ,A320 (PK-SJJ) ,Departed 10:07 AM,Departure,KNO
CGK,9:00:00 AM,IU922,Super Air Jet ,A320 (PK-SAU) ,Departed 9:16 AM,Departure,PLM
CGK,9:00:00 AM,JT760,Lion Air (Dreamliner Livery) ,B739 (PK-LFG) ,Departed 9:24 AM,Departure,BPN
CGK,9:10:00 AM,MH712,Malaysia Airlines ,B738 (9M-MSF) ,Departed 9:51 AM,Departure,KUL
CGK,9:10:00 AM,SV817,Saudia ,B77W (HZ-AK31) ,Departed 10:51 AM,Departure,JED
CGK,9:10:00 AM,CZ388,China Southern Airlines ,A21N (B-32FT) ,Departed 9:10 AM,Departure,CAN
CGK,9:10:00 AM,QR959,Qatar Airways ,A359 (A7-ALI) ,Departed 9:20 AM,Departure,DOH
CGK,9:15:00 AM,ID6848,Batik Air ,B738 (PK-BGK) ,Departed 9:42 AM,Departure,PKU
CGK,9:20:00 AM,GA126,Garuda Indonesia ,B738 (PK-GFD) ,Departed 9:50 AM,Departure,DJB
CGK,9:20:00 AM,GA600,Garuda Indonesia ,B738 (PK-GNA) ,Departed 10:12 AM,Departure,MDC
CGK,9:20:00 AM,ID6658,Batik Air ,A320 (PK-LAY) ,Departed 10:10 AM,Departure,LOP
CGK,9:20:00 AM,ID6824,Batik Air ,A320 (PK-BKV) ,Departed 9:48 AM,Departure,TNJ
CGK,9:20:00 AM,JT832,Lion Air ,B738 (PK-LOR) ,Departed 9:46 AM,Departure,PNK
CGK,9:20:00 AM,ID6834,Batik Air ,32A ,Canceled,Departure,DTB
CGK,9:20:00 AM,IP102,Pelita Air ,A320 (PK-PWF) ,Departed 9:29 AM,Departure,DPS
CGK,9:20:00 AM,QG750,Citilink (Retro Livery) ,A320 (PK-GQI) ,Departed 9:14 AM,Departure,MLG
CGK,9:20:00 AM,TK509,Turkish Airlines ,A359 (TC-LGO) ,Departed 9:46 AM,Departure,IST
CGK,9:25:00 AM,GA148,Garuda Indonesia (Ayo Pakai Masker Livery) ,B738 (PK-GFQ) ,Departed 9:57 AM,Departure,PDG
CGK,9:25:00 AM,ID6864,Batik Air ,A320 (PK-LUK) ,Departed 9:55 AM,Departure,BTH
CGK,9:25:00 AM,ID7364,Batik Air ,A320 (PK-BKU) ,Departed 9:40 AM,Departure,SOC
CGK,9:25:00 AM,JT324,Lion Air ,B739 (PK-LSS) ,Departed 9:56 AM,Departure,BDJ
CGK,9:30:00 AM,GA184,Garuda Indonesia ,B738 (PK-GUC) ,Departed 10:03 AM,Departure,KNO
CGK,9:30:00 AM,JT306,Lion Air ,B738 (PK-LPK) ,Departed 10:31 AM,Departure,KNO
CGK,9:30:00 AM,QG970,Citilink ,A320 (PK-GLM) ,Departed 10:28 AM,Departure,PGK
CGK,9:35:00 AM,GA866,Garuda Indonesia ,B738 (PK-GMF) ,Departed 10:09 AM,Departure,BKK
CGK,9:35:00 AM,ID7631,Batik Air ,B738 (PK-LBZ) ,Departed 10:01 AM,Departure,DMK
CGK,9:35:00 AM,IU814,Super Air Jet (Book Cabin Livery) ,A320 (PK-SJO) ,Departed 11:51 AM,Departure,PDG
CGK,9:35:00 AM,IU840,Super Air Jet ,A320 (PK-SAF) ,Departed 10:00 AM,Departure,DJB
CGK,9:35:00 AM,QZ804,AirAsia ,A320 (PK-AXS) ,Departed 9:44 AM,Departure,DPS
CGK,9:40:00 AM,GA136,Garuda Indonesia ,B738 (PK-GNE) ,Departed 10:14 AM,Departure,PGK
CGK,9:40:00 AM,GA404,Garuda Indonesia ,B77W (PK-GIF) ,Departed 10:06 AM,Departure,DPS
CGK,9:40:00 AM,JT170,Lion Air ,739,Unknown,Departure,TKG
CGK,9:40:00 AM,ID6378,Batik Air ,738,Canceled,Departure,YIA
CGK,9:40:00 AM,3K202,Jetstar ,A320 (9V-JSK) ,Departed 9:58 AM,Departure,SIN
CGK,9:45:00 AM,GA152,Garuda Indonesia ,B738 (PK-GMY) ,Departed 10:19 AM,Departure,BTH
CGK,9:50:00 AM,ID6256,Batik Air ,A320 (PK-LZH) ,Departed 10:49 AM,Departure,AAP
CGK,9:50:00 AM,QG490,Citilink ,A320 (PK-GQP) ,Departed 10:47 AM,Departure,BDJ
CGK,9:55:00 AM,ID6674,Batik Air ,A320 (PK-BLA) ,Departed 10:24 AM,Departure,TRK
CGK,9:55:00 AM,SJ72,Sriwijaya Air ,738,Unknown,Departure,PGK
CGK,10:00:00 AM,GA646,Garuda Indonesia ,B738 (PK-GFS) ,Departed 10:37 AM,Departure,AMQ
CGK,10:00:00 AM,ID6592,Batik Air ,A320 (PK-BKR) ,Unknown,Departure,SUB
CGK,10:00:00 AM,JT694,Lion Air (Bukalapak Livery) ,B739 (PK-LHH) ,Departed 10:16 AM,Departure,SUB
CGK,10:00:00 AM,JT774,Lion Air ,B739 (PK-LST) ,Departed 10:46 AM,Departure,UPG
CGK,10:00:00 AM,AK1572,AirAsia (Save our Malayan Tiger Livery) ,A320 (9M-AQZ) ,Departed 10:53 AM,Departure,PEN
CGK,10:00:00 AM,JT854,Lion Air ,738,Unknown,Departure,UPG
CGK,10:00:00 AM,JT980,Lion Air ,738,Unknown,Departure,UPG
CGK,10:05:00 AM,ID7161,Batik Air ,B738 (PK-LZQ) ,Departed 10:16 AM,Departure,PEN
CGK,10:05:00 AM,JT866,Lion Air ,739,Unknown,Departure,PKY
CGK,10:10:00 AM,QZ204,AirAsia (Lombok Livery) ,A320 (PK-AXU) ,Departed 10:04 AM,Departure,KUL
CGK,10:15:00 AM,GA860,Garuda Indonesia ,A332 (PK-GPM) ,Departed 10:34 AM,Departure,HKG
CGK,10:15:00 AM,ID6342,Batik Air ,A320 (PK-LUR) ,Unknown,Departure,SRG
CGK,10:20:00 AM,JT688,Lion Air ,738,Unknown,Departure,PNK
CGK,10:20:00 AM,QG942,Citilink ,A20N (PK-GTK) ,Departed 10:40 AM,Departure,BTH
CGK,10:20:00 AM,ID6852,Batik Air ,32A ,Unknown,Departure,PKU
CGK,10:30:00 AM,IU842,Super Air Jet ,A320 (PK-SAI) ,Departed 10:53 AM,Departure,DJB
CGK,10:30:00 AM,JT206,Lion Air ,B739 (PK-LFL) ,Departed 12:44 PM,Departure,KNO
CGK,10:30:00 AM,QG686,Citilink ,A320 (PK-GQO) ,Departed 12:27 PM,Departure,DPS
CGK,10:30:00 AM,QG990,Citilink ,A320 (PK-GLO) ,Departed 10:56 AM,Departure,BKS
CGK,10:30:00 AM,8B5106,TransNusa ,320,Unknown,Departure,DPS
CGK,10:35:00 AM,IU864,Super Air Jet ,A320 (PK-STR) ,Departed 11:29 AM,Departure,PKU
CGK,10:35:00 AM,IU878,Super Air Jet ,A320 (PK-SJP) ,Departed 11:32 AM,Departure,PLM
CGK,10:40:00 AM,GA186,Garuda Indonesia ,B738 (PK-GNF) ,Departed 11:03 AM,Departure,KNO
CGK,10:40:00 AM,ID6272,Batik Air ,B738 (PK-LBS) ,Departed 11:08 AM,Departure,MDC
CGK,10:45:00 AM,IU752,Super Air Jet ,A320 (PK-SJR) ,Departed 12:46 PM,Departure,DPS
CGK,10:45:00 AM,IU764,Super Air Jet ,A320 (PK-SAQ) ,Departed 1:01 PM,Departure,LOP
CGK,10:45:00 AM,IP204,Pelita Air ,A320 (PK-PWE) ,Departed 11:11 AM,Departure,SUB
CGK,10:45:00 AM,IU834,Super Air Jet ,A320 (PK-STF) ,Departed 11:23 AM,Departure,BKS
CGK,10:45:00 AM,IU858,Super Air Jet ,A320 (PK-SAA) ,Departed 12:24 PM,Departure,BTH
CGK,10:45:00 AM,QG916,Citilink ,A320 (PK-GLI) ,Departed 11:06 AM,Departure,KNO
CGK,10:50:00 AM,GA512,Garuda Indonesia ,B738 (PK-GUA) ,Departed 11:09 AM,Departure,PNK
CGK,10:50:00 AM,IU902,Super Air Jet ,A320 (PK-STG) ,Departed 12:03 PM,Departure,PDG
CGK,10:50:00 AM,IP342,Pelita Air ,A320 (PK-PWC) ,Departed 11:14 AM,Departure,BTJ
CGK,10:55:00 AM,ID6722,Batik Air ,32A ,Canceled,Departure,KDI
CGK,10:55:00 AM,ID7155,Batik Air ,B738 (PK-LBK) ,Departed 10:58 AM,Departure,SIN
CGK,10:55:00 AM,TH1022,Raya Airways ,B762 (9M-RXC) ,Departed 10:35 AM,Departure,SZB
CGK,11:00:00 AM,GA430,Garuda Indonesia ,B738 (PK-GMW) ,Departed 11:36 AM,Departure,LOP
CGK,11:00:00 AM,ID6344,Batik Air ,B738 (PK-LZO) ,Estimated dep. 11:25 AM,Departure,YIA
CGK,11:00:00 AM,IU948,Super Air Jet ,A320 (PK-STH) ,Departed 2:16 PM,Departure,KNO
CGK,11:00:00 AM,IU602,Super Air Jet ,A320 (PK-SJF) ,Departed 12:08 PM,Departure,BPN
CGK,11:00:00 AM,QG684,Citilink ,A320 (PK-GLS) ,Departed 12:49 PM,Departure,DPS
CGK,11:00:00 AM,8B673,TransNusa ,A320 (PK-TLF) ,Departed 11:00 AM,Departure,KUL
CGK,11:05:00 AM,GA104,Garuda Indonesia (Pokémon Livery) ,B738 (PK-GMU) ,Departed 11:46 AM,Departure,PLM
CGK,11:05:00 AM,QZ264,AirAsia ,A320 (PK-AZH) ,Departed 11:18 AM,Departure,SIN
CGK,11:10:00 AM,GA312,Garuda Indonesia (Retro 1960 livery) ,B738 (PK-GFM) ,Departed 11:44 AM,Departure,SUB
CGK,11:10:00 AM,MH710,Malaysia Airlines ,B738 (9M-MLL) ,Departed 11:31 AM,Departure,KUL
CGK,11:15:00 AM,ID6336,Batik Air ,A320 (PK-LUR) ,Estimated dep. 11:38 AM,Departure,SRG
CGK,11:15:00 AM,ID6596,Batik Air ,B738 (PK-LZM) ,Departed 11:29 AM,Departure,SUB
CGK,11:15:00 AM,SQ957,Singapore Airlines ,A359 (9V-SMR) ,Departed 11:40 AM,Departure,SIN
CGK,11:20:00 AM,IP632,Pelita Air ,A320 (PK-PWD) ,Departed 11:37 AM,Departure,PNK
CGK,11:25:00 AM,ID6832,Batik Air ,A320 (PK-LUF) ,Departed 11:33 AM,Departure,DTB
CGK,11:30:00 AM,GA208,Garuda Indonesia ,B738 (PK-GFH) ,Departed 12:03 PM,Departure,YIA
CGK,11:30:00 AM,GA980,Garuda Indonesia (Ayo Pakai Masker Livery) ,B77W (PK-GIJ) ,Departed 12:00 PM,Departure,JED
CGK,11:30:00 AM,JT214,Lion Air ,739,Unknown,Departure,KNO
CGK,11:30:00 AM,JT684,Lion Air ,738,Unknown,Departure,PNK
CGK,11:30:00 AM,OD315,Batik Air ,B738 (9M-LCR) ,Departed 11:42 AM,Departure,KUL
CGK,11:35:00 AM,IP322,Pelita Air ,A320 (PK-PWI) ,Departed 11:51 AM,Departure,PKU
CGK,11:40:00 AM,GA408,Garuda Indonesia (Retro Livery) ,A333 (PK-GHD) ,Departed 12:58 PM,Departure,DPS
CGK,11:40:00 AM,GA532,Garuda Indonesia ,B738 (PK-GFV) ,Departed 12:09 PM,Departure,BDJ
CGK,11:40:00 AM,QZ474,AirAsia ,A320 (PK-AZF) ,Departed 11:48 AM,Departure,PNH
CGK,11:45:00 AM,GA174,Garuda Indonesia ,B738 (PK-GMP) ,Departed 12:16 PM,Departure,PKU
CGK,11:45:00 AM,IU758,Super Air Jet ,A320 (PK-SJQ) ,Departed 1:26 PM,Departure,DPS
CGK,11:45:00 AM,JT654,Lion Air ,738,Unknown,Departure,LOP
CGK,11:45:00 AM,QG716,Citilink ,A320 (PK-GQL) ,Departed 1:32 PM,Departure,SUB
CGK,11:50:00 AM,GA832,Garuda Indonesia ,A333 (PK-GPV) ,Departed 12:10 PM,Departure,SIN
CGK,11:50:00 AM,QG984,Citilink ,A320 (PK-GLK) ,Departed 12:40 PM,Departure,PLM
CGK,11:50:00 AM,TR277,Scoot ,A320 (9V-TRT) ,Departed 12:06 PM,Departure,SIN
CGK,11:55:00 AM,GA146,Garuda Indonesia ,B738 (PK-GMV) ,Departed 12:42 PM,Departure,BTJ
CGK,11:55:00 AM,GA7404,Garuda Indonesia ,B738 (PK-GMM) ,Departed 12:54 PM,Departure,TKG
CGK,11:55:00 AM,QG422,Citilink ,A320 (PK-GQA) ,Departed 12:20 PM,Departure,AAP
CGK,11:55:00 AM,QG502,Citilink ,A20N (PK-GTH) ,Departed 12:32 PM,Departure,KUL
CGK,12:00:00 PM,GA296,Garuda Indonesia ,B738 (PK-GUD) ,Departed 12:28 PM,Departure,BKS
CGK,12:00:00 PM,HY542,Uzbekistan Airways ,B788 (UK78702) ,Departed 12:07 PM,Departure,TAS
CGK,12:00:00 PM,IU912,Super Air Jet ,320,Unknown,Departure,PKU
CGK,12:00:00 PM,ID7366,Batik Air ,B738 (PK-LDP) ,Departed 5:02 PM,Departure,SOC
CGK,12:00:00 PM,IP352,Pelita Air Services ,A320 (PK-PWJ) ,Departed 12:13 PM,Departure,PDG
CGK,12:00:00 PM,QG962,Citilink ,A320 (PK-GLE) ,Departed 12:24 PM,Departure,PDG
CGK,12:05:00 PM,IP108,Pelita Air ,A320 (PK-PWK) ,Departed 12:30 PM,Departure,DPS
CGK,12:05:00 PM,QZ806,AirAsia ,A320 (PK-AZA) ,Departed 1:21 PM,Departure,DPS
CGK,12:10:00 PM,IU822,Super Air Jet ,320,Unknown,Departure,PGK
CGK,12:10:00 PM,8B5534,TransNusa ,320,Unknown,Departure,YIA
CGK,12:15:00 PM,ID7151,Batik Air ,B738 (PK-LDK) ,Departed 12:22 PM,Departure,SIN
CGK,12:20:00 PM,JT126,Lion Air ,B738 (PK-LKW) ,Departed 1:40 PM,Departure,TJQ
CGK,12:20:00 PM,QG976,Citilink ,A320 (PK-GLP) ,Departed 1:23 PM,Departure,TJQ
CGK,12:25:00 PM,ID6820,Batik Air ,A320 (PK-LUT) ,Departed 12:37 PM,Departure,LLJ
CGK,12:30:00 PM,ID6790,Batik Air ,A320 (PK-LAZ) ,Estimated dep. 12:50 PM,Departure,UPG
CGK,12:30:00 PM,JT384,Lion Air ,B739 (PK-LFL) ,Estimated dep. 12:44 PM,Departure,KNO
CGK,12:30:00 PM,ID6356,Batik Air ,A320 (PK-LAO) ,Departed 2:23 PM,Departure,SRG
CGK,12:30:00 PM,IU810,Super Air Jet ,A320 (PK-SAS) ,Departed 1:46 PM,Departure,PDG
CGK,12:30:00 PM,JT602,Lion Air ,739,Unknown,Departure,DJB
CGK,12:30:00 PM,QG452,Citilink ,A320 (PK-GQJ) ,Departed 1:14 PM,Departure,PKY
CGK,12:30:00 PM,8B651,TransNusa ,A320 (PK-TLD) ,Departed 1:09 PM,Departure,JHB
CGK,12:35:00 PM,IU680,Super Air Jet ,A320 (PK-STT) ,Departed 1:34 PM,Departure,PNK
CGK,12:35:00 PM,TG434,Thai Airways ,B789 (HS-TWB) ,Departed 12:47 PM,Departure,BKK
CGK,12:40:00 PM,JT240,Lion Air ,B739 (PK-LGU) ,Departed 1:05 PM,Departure,TKG
CGK,12:40:00 PM,QZ860,AirAsia ,A320 (PK-AXE) ,Departed 12:55 PM,Departure,LBJ
CGK,12:40:00 PM,AK352,AirAsia ,A320 (9M-RAU) ,Departed 1:03 PM,Departure,KUL
CGK,12:45:00 PM,ID6564,Batik Air ,B738 (PK-LDJ) ,Departed 1:35 PM,Departure,MLG
CGK,12:45:00 PM,IU742,Super Air Jet ,A320 (PK-STA) ,Departed 2:02 PM,Departure,DPS
CGK,12:45:00 PM,IU854,Super Air Jet ,A320 (PK-SAU) ,Departed 1:28 PM,Departure,BTH
CGK,12:45:00 PM,JT636,Lion Air (80th 737NG Livery) ,B738 (PK-LKP) ,Departed 12:57 PM,Departure,BKS
CGK,12:50:00 PM,IP208,Pelita Air ,A320 (PK-PWA) ,Departed 1:10 PM,Departure,SUB
CGK,12:50:00 PM,QZ180,AirAsia ,A320 (PK-AZP) ,Departed 12:58 PM,Departure,TKG
CGK,12:55:00 PM,QG330,Citilink ,A320 (PK-GLY) ,Departed 3:37 PM,Departure,KDI
CGK,1:00:00 PM,BI736,Royal Brunei Airlines ,A20N (V8-RBG) ,Departed 2:40 PM,Departure,BWN
CGK,1:00:00 PM,GA422,Garuda Indonesia (Livin' by Mandiri Livery) ,B738 (PK-GFI) ,Departed 1:27 PM,Departure,DPS
CGK,1:00:00 PM,GA506,Garuda Indonesia ,B738 (PK-GMD) ,Departed 1:19 PM,Departure,PNK
CGK,1:00:00 PM,IN290,NAM Air ,B735 (PK-NAS) ,Departed 12:38 PM,Departure,PKN
CGK,1:00:00 PM,JT322,Lion Air ,739,Unknown,Departure,BDJ
CGK,1:00:00 PM,JT750,Lion Air ,B39M (PK-LRI) ,Departed 1:29 PM,Departure,BPN
CGK,1:00:00 PM,IU924,Super Air Jet ,A320 (PK-STR) ,Departed 4:33 PM,Departure,PLM
CGK,1:00:00 PM,IU942,Super Air Jet (Xpora Livery) ,A320 (PK-SAE) ,Departed 2:10 PM,Departure,KNO
CGK,1:05:00 PM,ID6406,Batik Air ,32A ,Unknown,Departure,SUB
CGK,1:05:00 PM,ID6863,Batik Air ,32A ,Unknown,Departure,SUB
CGK,1:10:00 PM,IP602,Pelita Air ,A320 (PK-PWH) ,Departed 1:25 PM,Departure,BPN
CGK,1:10:00 PM,QG918,Citilink ,A320 (PK-GQG) ,Departed 2:20 PM,Departure,KNO
CGK,1:10:00 PM,8B5118,TransNusa ,A320 (PK-TLB) ,Unknown,Departure,DPS
CGK,1:15:00 PM,CZ3038,China Southern Airlines ,A21N (B-30F6) ,Departed 1:42 PM,Departure,CAN
CGK,1:15:00 PM,ID6854,Batik Air ,A320 (PK-LAM) ,Departed 1:50 PM,Departure,PKU
CGK,1:20:00 PM,ID6360,Batik Air ,B738 (PK-LZT) ,Departed 1:44 PM,Departure,YIA
CGK,1:25:00 PM,GA242,Garuda Indonesia (Livin' by Mandiri Livery) ,B738 (PK-GFJ) ,Departed 1:38 PM,Departure,SRG
CGK,1:30:00 PM,JT136,Lion Air ,738,Unknown,Departure,TJQ
CGK,1:30:00 PM,JT218,Lion Air ,739,Unknown,Departure,PGK
CGK,1:30:00 PM,VJ854,VietJet Air ,A320 (VN-A689) ,Departed 1:48 PM,Departure,SGN
CGK,1:30:00 PM,IU846,Super Air Jet ,A320 (PK-SAF) ,Departed 2:28 PM,Departure,DJB
CGK,1:30:00 PM,QG974,Citilink (Retro Livery) ,A320 (PK-GQI) ,Departed 2:11 PM,Departure,TNJ
CGK,1:35:00 PM,GA118,Garuda Indonesia (Pocari Sweat Livery) ,B738 (PK-GNN) ,Departed 2:00 PM,Departure,KNO
CGK,1:35:00 PM,JT724,Lion Air ,B738 (PK-LOV) ,Departed 1:46 PM,Departure,PNK
CGK,1:35:00 PM,MF856,Xiamen Air ,B38M (B-1288) ,Departed 2:03 PM,Departure,FOC
CGK,1:45:00 PM,ID6726,Batik Air ,A320 (PK-BKM) ,Departed 2:29 PM,Departure,KDI
CGK,1:45:00 PM,IU736,Super Air Jet ,320,Unknown,Departure,DPS
CGK,1:45:00 PM,JT378,Lion Air ,738,Unknown,Departure,BTH
CGK,1:45:00 PM,3U9030,Sichuan Airlines ,33F ,Unknown,Departure,NTG
CGK,1:50:00 PM,GA108,Garuda Indonesia ,B738 (PK-GMA) ,Departed 2:35 PM,Departure,PLM
CGK,1:50:00 PM,GA228,Garuda Indonesia ,B738 (PK-GUE) ,Departed 2:18 PM,Departure,SOC
CGK,1:50:00 PM,VN630,Vietnam Airlines (SkyTeam Livery) ,A321 (VN-A327) ,Departed 2:07 PM,Departure,SGN
CGK,1:50:00 PM,QG966,Citilink ,A320 (PK-GLO) ,Departed 3:22 PM,Departure,DJB
CGK,1:55:00 PM,GA162,Garuda Indonesia ,B738 (PK-GNE) ,Departed 2:50 PM,Departure,PDG
CGK,1:55:00 PM,ID6340,Batik Air ,A320 (PK-LUR) ,Unknown,Departure,SRG
CGK,2:00:00 PM,GA310,Garuda Indonesia ,B738 (PK-GFP) ,Departed 2:32 PM,Departure,SUB
CGK,2:00:00 PM,GA434,Garuda Indonesia ,B738 (PK-GFD) ,Departed 2:43 PM,Departure,LOP
CGK,2:00:00 PM,ID6586,Batik Air ,B738 (PK-LZZ) ,Departed 2:13 PM,Departure,SUB
CGK,2:00:00 PM,ID7171,Batik Air ,B738 (PK-BGK) ,Departed 2:39 PM,Departure,PEN
CGK,2:00:00 PM,SJ186,Sriwijaya Air ,738,Unknown,Departure,PNK
CGK,2:00:00 PM,SJ580,Sriwijaya Air ,738,Unknown,Departure,UPG
CGK,2:00:00 PM,VJ928,VietJet Air ,A320 (VN-A658) ,Departed 4:23 PM,Departure,HAN
CGK,2:00:00 PM,IP630,Pelita Air ,A320 (PK-PWG) ,Estimated dep. 2:17 PM,Departure,BDJ
CGK,2:00:00 PM,IP612,Pelita Air ,A320 (PK-PWG) ,Departed 2:16 PM,Departure,BDJ
CGK,2:05:00 PM,ID6250,Batik Air ,A320 (PK-BKV) ,Departed 2:22 PM,Departure,BPN
CGK,2:10:00 PM,GA572,Garuda Indonesia ,B738 (PK-GFU) ,Departed 2:46 PM,Departure,BPN
CGK,2:10:00 PM,GA616,Garuda Indonesia ,B738 (PK-GNQ) ,Departed 3:07 PM,Departure,UPG
CGK,2:10:00 PM,IU900,Super Air Jet ,A320 (PK-STU) ,Departed 3:40 PM,Departure,PDG
CGK,2:10:00 PM,QG424,Citilink ,A320 (PK-GLV) ,Departed 3:02 PM,Departure,BPN
CGK,2:10:00 PM,QG968,Citilink ,A320 (PK-GLM) ,Departed 3:13 PM,Departure,BTH
CGK,2:10:00 PM,SQ959,Singapore Airlines ,A359 (9V-SHA) ,Departed 2:36 PM,Departure,SIN
CGK,2:15:00 PM,ID7362,Batik Air ,A320 (PK-BKU) ,Departed 2:30 PM,Departure,SOC
CGK,2:15:00 PM,IU866,Super Air Jet ,A320 (PK-SAV) ,Departed 3:00 PM,Departure,PKU
